time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
73.023698794,18580661,6820126277,3288314101,94318104
74.024027336,17449667,6825228141,3289623319,92602572
75.024351582,17415899,6826845169,3288981073,91718984
76.024686149,17542554,6812341294,3286938641,93324710
77.025028837,17930833,6824878249,3288427318,94467254
78.025351028,17363290,6828258589,3289130603,91401158
79.025684235,17336665,6816620668,3288014812,92746843
80.026022488,17841284,6820595278,3286517784,95926471
81.026361366,17166868,6822193942,3289046223,90296433
82.026746656,17383258,6826954359,3289915269,90845532
83.027029144,18919665,6808035047,3282906912,95728857
84.027347054,17632535,6823367063,3286302285,93250344
85.027626521,17424263,6831490676,3289847254,90918235
86.02795319,68076199,6559119551,3276927462,336922893
87.028278623,17187485,6824282354,3290125233,89877942
88.028612755,18433944,6821594258,3290333736,96641017
89.028932309,17555884,6828416219,3290096626,90800199
90.029262288,17234666,6830021772,3290791806,88779308
91.02959114,17310992,6831060356,3290689365,89008469
92.029934714,17681281,6826112952,3289731010,91973780
93.03025575,18725466,6822818718,3288173490,95066268
94.03060264,17346326,6830646847,3288406144,91743113
95.030929565,18025196,6825350587,3289191250,94718083
96.031251722,17373284,6815593124,3289139848,91007019
97.031576528,17271358,6816401810,3288989767,90890173
98.031897939,17953603,6815476109,3288516740,95553541
99.032229141,17442437,6821092728,3289417310,91011001
100.032562658,17424998,6826713887,3288781102,91556691
101.032892131,17600699,6826360689,3289923939,92350428
102.03321838,17241795,6822692592,3289982321,89846373
103.033492892,18506674,6800664288,3284834623,93818987
104.033749381,17819926,6817689607,3286221178,94594739
105.034086009,17296712,6810263147,3280223054,91633556
106.034413377,17120189,6828754661,3290012142,89590750
107.034757868,17498199,6815820397,3290181344,91748396
108.035088566,17747124,6813060214,3287260008,92849213
109.035420942,17452462,6825611606,3288961120,91693963
110.03574436,17557258,6817993793,3290402854,91601118
111.036082088,17338466,6820170613,3291439643,90279533
112.036418141,17530969,6819045971,3290265076,92612665
113.036755838,18729260,6824637881,3291199059,94004131
114.03708348,17595255,6826424515,3290452360,92556021
115.037414678,17444252,6819251969,3290499820,91950620
116.037748362,17725541,6816786850,3289403768,93903722
117.038082058,17288290,6830179625,3291866092,89879733
118.038411239,17499470,6821536387,3290642937,91979527
119.038737124,17673815,6827700473,3290744490,93390463
120.039071907,17585375,6829736594,3291102343,92121535
121.039374252,17272885,6822206355,3291849898,90256472
122.039699538,17381120,6832315444,3292805587,90566745
123.040195055,18586835,6822472933,3290656120,94455331
124.040469476,17440153,6824595380,3289025756,92203114
125.040746713,17666128,6827502013,3291819809,91749936
126.041024995,17217548,6829739908,3292513880,89563449
127.041311648,17324957,6807941393,3287702855,90060615
128.04165062,18044536,6815408575,3285781729,94418824
129.041985375,17429128,6823806685,3291534003,91341892
130.042329045,17347693,6823255425,3291289444,90833710
131.0426504,17651727,6819460436,3291610482,92631928
132.042982081,17480178,6828720657,3291814091,90813994
133.04331415,18591807,6826032119,3292520682,92925674
134.043651603,17649215,6806861181,3292049540,91979000
135.043985753,17336511,6808854995,3292711059,90146254
136.044312646,17407818,6798051778,3291019018,91362599
137.044592193,17431933,6796285225,3289494062,90860087
138.044928266,17636318,6789981997,3288824103,92002492
139.045258197,17347279,6798474714,3291316910,90338539
140.045600943,17995561,6803527957,3290193189,94755901
141.045914119,17249865,6787306452,3291115062,89925802
142.046250539,17080914,6791558936,3288675140,89524875
143.046584121,19073993,6789935936,3291273747,96163105
144.046916526,17714786,6790868862,3290735033,92539705
145.047251313,17349240,6774455752,3285466751,91225241
146.047586066,17473254,6789508907,3291969432,91325994
147.047920887,17337228,6793024840,3291245268,91277612
148.048249857,18299356,6768188626,3286234552,97770430
148.26165537,4710327,1451717460,704619181,21491660
