%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,9.68,89.73,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,9.83,89.58,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,9.92,89.58,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.99,89.34,0.17,0.00,0.50,84.0,84.0,2.0,0.0,0.0
0.00,9.67,89.67,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.52,89.81,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.74,89.51,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,9.83,89.51,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.90,89.27,0.25,0.00,0.58,12.0,12.0,2.0,0.0,0.0
0.00,9.91,89.51,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,9.91,89.51,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,9.59,89.74,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.60,89.73,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,10.16,89.34,0.17,0.00,0.33,32.0,32.0,4.0,0.0,0.0
0.00,9.83,89.67,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.73,89.43,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,10.00,89.50,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.93,89.73,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,9.73,89.35,0.17,0.00,0.75,112.0,112.0,21.0,0.0,0.0
0.00,9.83,89.58,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,9.69,89.81,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.74,89.59,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.92,89.58,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.75,89.42,0.17,0.00,0.67,16.0,16.0,2.0,0.0,0.0
0.00,9.67,89.66,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,9.86,89.81,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,9.91,89.59,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.76,89.74,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
