time,L1-icache-load-misses,branch-misses,branches,instructions
70.01155731,10470579,4853124,1073223536,6821552410
71.011712468,10488026,4873297,1073006090,6820226111
72.011870356,10498592,4847004,1072927670,6819549761
73.012025473,9983449,4668272,1023767612,6505234609
74.012184521,10523723,4854456,1073300904,6821861157
75.012341656,10479111,4841674,1073916617,6825905757
76.012500705,10471332,4849938,1074023939,6826429964
77.012669627,10479335,4867567,1072083615,6809561205
78.012826503,10440340,4841880,1073390338,6822499681
79.01299862,10479909,4842154,1071006710,6809460753
80.013158996,10482178,4833281,1072215367,6816473633
81.013319726,10504026,4838666,1072979596,6819345593
82.01349032,10519626,4842384,1072153687,6811268881
83.013647192,10511043,4848996,1072495904,6817069241
84.013808259,10467297,4867706,1072294538,6815892876
85.013982173,10479197,4843134,1072211685,6815415315
86.01414453,10374735,4947286,1069765070,6795629457
87.014301396,10479361,4852183,1073066370,6820725667
88.014458855,10460085,4851180,1071353786,6810146665
89.014613095,10509157,4842523,1073185206,6821417698
90.01476971,10470326,4856590,1072778865,6819050723
91.01494028,9996245,4628401,1024977921,6512532278
92.015108549,10447674,4852451,1072939397,6819776122
93.015271731,10469350,4839033,1074010900,6826476046
94.015426082,10507035,4842851,1072050916,6809310599
95.015582367,10498457,4843903,1073113285,6820894814
96.015740483,10429041,4879770,1071697596,6812004146
97.01591034,10499665,4844602,1072209395,6815308267
98.016066808,10490440,4839697,1071864799,6813109131
99.016227368,10403277,4891223,1071016337,6802992820
100.016385839,9984880,4652895,1024111026,6512322130
101.016540846,10429069,4874321,1070370185,6799113578
102.016698732,10550590,4840536,1073465886,6823054065
103.016872238,10443349,4853676,1070360922,6805160125
104.017030854,10484281,4863842,1072518548,6818289109
105.01719244,10486162,4853557,1071471703,6811583368
106.017353051,10485912,4869398,1071636686,6808453650
107.017524437,10480278,4854510,1073357196,6823591758
108.017683325,10470805,4849649,1071239410,6810731853
109.017843479,10519577,4852005,1071218334,6810539644
110.01800788,10489721,4853443,1071792392,6813478281
111.018166974,10483008,4876266,1071845522,6809954240
112.01835033,10034557,4643632,1024711428,6517289386
113.018568366,10479408,4860615,1071164556,6805234335
114.01872964,10473043,4854460,1073159725,6822717424
115.018890796,10501472,4871388,1072359820,6817625977
116.019049421,10506550,4851395,1073206206,6822808996
117.019207856,10449238,4861315,1072133129,6816002961
118.019372217,10499879,4844837,1071401322,6809605488
119.019534044,10455952,4859694,1071748689,6812000952
120.019706471,10489094,4847491,1072387675,6817643019
121.019865455,10025448,4638710,1022353384,6498020984
122.02002448,10471172,4852534,1072432240,6818230127
123.020197,10457830,4882600,1071391811,6811519047
124.020360037,10467178,4851222,1071046538,6809457342
125.020520227,10510479,4866557,1070296796,6800086764
126.020695871,10490040,4853165,1073124148,6822154797
127.020856066,10046400,4634254,1023513225,6504947322
128.02101491,10454197,4880714,1070541522,6806342659
129.021177606,10489059,4866473,1071811813,6814571166
130.021335691,10490274,4857483,1072590010,6819128264
131.021491557,9297611,4328233,949640539,6035096927
132.02166838,10509427,4863280,1072271605,6816895229
133.021833144,10505751,4855055,1071815068,6814256426
134.021995483,10456279,4931260,1071107867,6806463970
135.022158724,10443142,5113937,1069592044,6799160694
136.022318595,10417982,5204377,1069439910,6800002867
137.022481183,10478698,5241283,1067337941,6783084395
138.022656006,10488558,5252733,1067187133,6785656722
139.022820068,10492008,5241512,1068618251,6794784871
140.022977895,10470713,5269016,1066908829,6779450293
141.023135187,10429523,5285870,1067830741,6790037205
142.02329405,10459669,5410636,1065599739,6771442182
143.02345322,10410216,5405372,1066529309,6782211457
144.023639855,10496562,5374296,1066109001,6774665919
145.023803452,10450354,5378670,1066477524,6781794991
146.023965472,10421836,5376034,1067478865,6787106654
147.024121836,10423355,5383626,1066347963,6776720262
148.024282827,10476120,5373955,1066015496,6778958979
149.013483132,10369815,5316020,1053098796,6693441405
