time,ICACHE.IFETCH_STALL,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
79.012693599,90335776,2606309952,2606309172,3171761124
80.012842453,88748261,2568021329,2568021885,3095844856
81.013011991,90756224,2602981890,2602928616,3172271669
82.013174825,89306141,2577158571,2577212180,3127472015
83.013331034,89580458,2523678403,2523680542,3076556559
84.013475927,90074885,2599921697,2599865949,3158386583
85.013633577,91664394,2640150125,2640205439,3208014856
86.013780805,90881687,2618373058,2618371202,3180260782
87.013956623,90807235,2590945468,2590947842,3153198212
88.014108198,90333796,2607595102,2607594974,3165218373
89.014258395,91264782,2610844554,2610843549,3171218615
90.014400494,90241142,2593694544,2593639845,3152498514
91.014553848,90529271,2572300686,2572361873,3122345204
92.014706905,91403969,2625666119,2625660008,3189587439
93.014861498,93100398,2659271402,2659273832,3235711497
94.015015626,94528828,2641587636,2641586806,3168031825
95.015177388,94813889,2647788725,2647732049,3170371002
96.01532308,78942864,2228964022,2228964022,2689937465
97.01548328,92977795,2624573575,2624627343,3177234488
98.01563539,94816180,2663475395,2663478449,3218585372
99.015782738,93380308,2657433678,2657431715,3209054457
100.015938598,91117697,2585326054,2585326955,3123705470
101.016140431,54891850,1494416787,1494402470,1825531591
102.016335118,47872041,1280851654,1280863151,1567462167
103.01651755,54393034,1476845086,1476792146,1817401049
104.01671719,47521351,1270258520,1270258520,1578820171
105.016909635,49126105,1320840225,1320891491,1641868822
106.017118029,55818453,1508733276,1508682010,1867660870
107.017354539,59401953,1617156042,1617202119,2001996898
108.017565797,59184686,1610326535,1610325959,1990840174
109.017753299,86266828,2430743997,2430752544,2972530033
110.01790993,89045451,2516311519,2516310917,3075935292
111.01806319,89967256,2511737532,2511740332,3075063023
112.018219399,87855764,2475839252,2475856709,3027240063
113.018390998,82669701,2348332286,2348312881,2862558108
114.018594125,85797907,2446417163,2446409209,2994246384
115.018831476,82223559,2341348122,2341301778,2863178744
116.019020009,92339389,2609209667,2609264178,3184984096
117.019179292,94072714,2709650918,2709650791,3298015338
118.01933706,84490766,2391198746,2391198155,2922642554
119.0194957,90771736,2547568237,2547569468,3124414547
120.019642419,86940866,2467213922,2467213580,3008534544
121.019800806,88757935,2481255165,2481253924,3040323569
122.019963508,91102196,2593742420,2593822998,3164135226
123.020123865,92485483,2662988674,2662909094,3248202063
124.020279384,86804123,2545811261,2545811699,3094381147
125.020451885,94053281,2705172064,2705182433,3299971139
126.020623341,94532631,2701896028,2701891243,3292034427
127.02078116,96060070,2748596647,2748590224,3351818301
128.020937096,94017108,2702039597,2702038649,3293128723
129.021084899,92030671,2647937088,2647938273,3231072805
130.021247809,89073759,2513463051,2513463250,3072404314
131.021429309,92153011,2634804516,2634750042,3214493827
132.021590196,92823322,2605741185,2605796331,3184455263
133.021752662,89973338,2547173861,2547173933,3114397894
134.021897682,80039667,2276009657,2276009909,2781997889
135.02205682,86787110,2442449444,2442449052,2991075297
136.022265878,84824959,2354652462,2354661175,2878573631
137.02242434,84230901,2344374491,2344310700,2867866413
138.022592524,89557643,2504625406,2504680175,3061506655
139.022760449,91308322,2639248862,2639249045,3206516647
140.022950378,85365158,2441852114,2441828052,2985856024
141.023148068,67834663,1892863439,1892832549,2327571760
142.023405885,54532580,1499037213,1499098792,1840917875
143.023566705,66879164,1841839561,1841830573,2262779543
144.023752766,72289132,2007144542,2007182349,2476630164
145.023956397,77880037,2196399234,2196364108,2697346098
146.024118052,79619898,2240413337,2240414429,2747172304
147.024302024,85196049,2417429099,2417372735,2958999979
148.024479256,70309447,2001537012,2001589673,2447585185
149.024648864,79259511,2248996220,2248999295,2747791654
150.02480916,86018341,2443248284,2443254536,2982028709
151.024980933,83181348,2335504937,2335497910,2861393934
152.02513934,75761853,2142366588,2142369053,2619640551
153.025335823,65344162,1860381412,1860378572,2278475882
154.025503499,79953013,2272418551,2272418603,2774101534
155.025661806,92338974,2631698246,2631698611,3212049591
156.025818864,89222684,2552217624,2552218201,3111028040
157.026005751,90597055,2596561754,2596506174,3163442020
158.026196921,67423716,1838506809,1838561145,2273700851
159.026359019,53950952,1473879441,1473876712,1821619545
160.026515895,68174594,1916177234,1916125627,2351132701
161.026671334,78834505,2222211501,2222266286,2721348174
162.026855167,81591695,2299648816,2299651498,2813123321
163.027030637,88209059,2463727230,2463726231,3014243680
164.02720209,88517533,2501916095,2501913863,3065033187
165.027384343,88261870,2484983982,2484989241,3029067447
166.02754361,90124622,2547672245,2547673011,3106492115
167.027712053,89780162,2530800207,2530795186,3091855582
168.02787656,90681464,2526082673,2526083691,3078289079
169.028035447,86507026,2477507177,2477504885,3012652726
170.028190833,91854200,2546073587,2546079021,3072110120
171.028346826,87165371,2481251804,2481245372,3023126741
172.028498158,69179687,1899574462,1899575722,2328990874
173.028697717,58060301,1627162416,1627108188,2000256396
174.028887434,80376085,2242667785,2242794246,2734609480
175.0290405,73398531,2033992285,2033919613,2492651308
176.029192658,60048604,1652611192,1652612264,2028269522
177.029366057,62503988,1719218865,1719208674,2115911492
178.029581015,60066008,1658598821,1658600046,2039084648
179.029816113,62435147,1716958551,1716959656,2120138670
180.029975528,70788068,1968257291,1968263871,2411139838
181.030131287,63370455,1746501118,1746500924,2162309163
182.030309749,55734612,1542859441,1542852300,1898743082
183.030492021,52806388,1455701669,1455711169,1799880091
184.030644703,84919462,2389975028,2389973059,2916755015
185.030814593,78071743,2239357951,2239358513,2737472725
186.031009159,70445233,1983158831,1983104493,2438948628
187.031206276,65619194,1842404743,1842404743,2269453167
188.031392478,60055005,1688298954,1688352960,2071305359
189.031548197,85257201,2439793510,2439793947,2983573209
190.031705653,95073125,2758436603,2758436681,3353643796
191.031868616,89099813,2549675387,2549674131,3114179700
192.032043367,84409499,2386035475,2386038986,2917326365
193.032189296,91600284,2615821572,2615817972,3201189635
194.032336261,76404733,2146147773,2146094597,2601430657
195.032483942,85427040,2414995529,2414995529,2924019604
196.032639165,87453254,2449980395,2450034026,2971713787
197.032785216,87665598,2442201619,2442147988,2957009670
198.032948958,86134128,2386704450,2386758770,2891104291
199.033108675,84064800,2317057781,2317056045,2815732103
200.033277989,72018128,2004331984,2004333686,2436851295
201.033431515,72088994,2007811222,2007812771,2424334717
202.033590203,76204700,2085335523,2085335889,2535126319
203.033745105,60490617,1642907544,1642905454,2001035234
203.87896872,56369434,1536662498,1536608387,1858347482
