time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
167.025101531,291882604,154502186,3187834685
168.025249858,291435774,154383195,3181990352
169.025398125,294199831,156013920,3190146955
170.025546049,297260043,157684851,3247095972
171.025687907,291961604,154749142,3189522593
172.025838134,286842703,151799397,3121494939
173.025987178,286482280,151570770,3131191980
174.02614172,292399014,155178011,3182289361
175.026289584,294302907,156016083,3198314698
176.026431261,286744044,151744262,3130104116
177.026580608,296074863,157423574,3209371922
178.02672985,293219256,155185811,3210150327
179.026884027,288687462,153009305,3134410971
180.027034341,291580083,154506077,3183019045
181.027185282,292129591,154784607,3168596319
182.027325866,289099455,152743899,3161277318
183.027499859,290119910,153404728,3159713830
184.027666638,286864457,151733107,3132742053
185.027818567,285549755,151094169,3113416490
186.027971203,292418366,154925471,3198777171
187.02812154,289381075,153384834,3134764819
188.028264001,285240207,150725623,3129135483
189.028415607,293824948,155851896,3209848059
190.028583164,293241147,155616135,3189024896
191.028729058,285723215,151253027,3114509716
192.028935036,291177691,154123108,3183672078
193.029083214,292161578,154957704,3190600891
194.029229719,292214419,155246829,3174217411
195.02937503,292291879,154799935,3179083684
196.029523511,291516247,154074332,3177407267
197.029668797,292266374,154833754,3179397473
198.029820604,293600341,155553545,3191090646
199.029971105,294325155,155969209,3203760562
200.030124725,292534601,155063864,3178150144
201.030266952,290613529,153933957,3166482317
202.030418311,292201457,154568038,3175746095
203.030597553,290630162,154066390,3156036215
204.030758154,292451651,154938197,3182376694
205.030906168,291458810,154531379,3169382456
206.031049796,290977684,154231871,3176934474
207.031199577,295493363,156515321,3202081093
208.031350521,293294765,155431947,3183697358
209.031498208,292742888,155062104,3192453304
210.031652326,296115194,157050556,3224993876
211.031799071,295580078,156827748,3210541292
212.03194037,289720554,153653084,3150232400
213.032080996,292786153,155509090,3177348027
214.032229556,292241575,154769507,3194928257
215.032372187,283758969,150093130,3122373525
216.032523915,291582849,154898251,3170148304
217.032667697,292125522,155040192,3156604182
218.032804453,291094820,154205189,3170800288
219.032947212,289752065,153393861,3159699010
220.033095604,291763411,154406442,3187787568
221.033241251,286933734,151835103,3134664822
222.033392935,292493545,155226019,3178619997
223.033556332,290457101,153815062,3173651180
224.033706907,288361002,152496255,3161566930
224.328999338,86113926,40048143,948474129
