time,L2 RFOs,L2 RFO Misses,instructions
172.02663003,10388703,6072246,4896301653
173.026784949,10327039,6036165,4860992957
174.02694068,10405886,6085696,4904383010
175.027091824,10291192,6008080,4839366666
176.027241719,10587393,6212405,5001532296
177.027406937,10393692,6084114,4900470133
178.027573751,10435633,6098432,4916142139
179.027738194,10373668,6072907,4900869152
180.02789061,10338896,6042474,4865522863
181.028043991,10457165,6136104,4939282684
182.028200254,10368336,6058623,4884061750
183.028366256,10509710,6150258,4955303858
184.028520769,10368421,6049351,4873743337
185.028676685,10408591,6091466,4895421601
186.028830307,10327186,6038272,4869480379
187.028981521,10314602,6030437,4858688269
188.029130047,10440314,6121051,4924533353
189.029297634,10425929,6121347,4924959303
190.029453721,10375267,6049696,4876121704
191.029602679,10403469,6087180,4905593285
192.029758074,10585143,6196716,4992926019
193.029908578,10331888,6036519,4867280378
194.030063894,10427168,6092088,4905299671
195.030230849,10447888,6135301,4937020982
196.030384543,10600024,6213508,5006711714
197.03053656,10346798,6053549,4875994019
198.030686507,10432081,6093823,4911497877
199.030843663,10358670,6063486,4885331827
200.030997803,10352914,6056223,4882569348
201.031152542,10422638,6079300,4906788121
202.031304967,10596591,6206856,5006516426
203.03146616,10409395,6081112,4909726810
204.03161771,10344627,6047034,4882344413
205.031816116,10311721,6022126,4860918272
206.03195851,10374043,6058330,4886514103
207.032123443,10392393,6067724,4897389815
208.032277091,10328685,6044340,4873049307
209.032433677,10335872,6043975,4872891035
210.032592529,10416047,6085685,4912708705
211.03274501,10518565,6144080,4955654095
212.032900223,10379113,6071071,4892864769
213.033053729,10449496,6116533,4931519311
214.033212179,10582443,6195447,4997382688
215.033366526,10436618,6096335,4913926930
216.033525375,10385120,6072952,4908421333
217.033679764,10291876,6016607,4854889237
218.033835629,10438846,6114845,4928436660
219.033989261,10357504,6047924,4876483183
220.034141443,10402400,6059755,4884845855
221.034294006,10363111,6053081,4885785518
222.034448778,10338074,6052516,4879511249
223.034631348,10312623,6044731,4868360461
224.034783692,10289356,6031943,4864252693
225.034979626,10512952,6148223,4955215820
226.035135971,10361159,6086991,4900311871
227.035291528,10376141,6083753,4901118519
227.4294766,3701007,2186877,2018320387
