time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
84.012522225,3244375828,3244373977,2276854849
85.012664888,3255231631,3255231366,2285905385
86.012806895,3188535810,3188539986,2246957595
87.012952805,3260937313,3260935693,2293182027
88.013102065,3253006904,3253006433,2284524955
89.013243003,3222989244,3222988482,2266452785
90.013380269,3194104696,3194104569,2242719735
91.013518318,3217465938,3217466557,2261854658
92.013669614,3302636856,3302639011,2318064360
93.013804647,3228838126,3228835210,2270951796
94.013946584,3220184084,3220184118,2263568535
95.014093962,3248695329,3248696599,2282000326
96.014232595,3254111758,3254111745,2286295901
97.014393246,3295911669,3295953607,2315383450
98.014534161,3234171049,3234126958,2272412958
99.014670862,3254117519,3254119348,2285726255
100.01481974,3228426877,3228427427,2269063872
101.014961224,3223319763,3223320624,2266265752
102.015117932,3193970266,3193968208,2241103037
103.015261816,3255458349,3255459212,2284331988
104.015414703,3259082290,3259082355,2287729284
105.015558876,3222024397,3222024157,2260600501
106.015708283,3274261914,3274262310,2297235492
107.015857202,3290184525,3290185704,2314175271
108.016007736,3235339623,3235339468,2270018865
109.016145508,3244022534,3244021277,2278357205
110.016292385,3228916901,3228957013,2263693377
111.016428792,3184515709,3184475412,2237895322
112.016572595,3246648968,3246648394,2276450538
113.016714975,3222450028,3222451147,2261646021
114.01685778,3192686811,3192727075,2240647758
115.016998036,3222906534,3222865983,2262077098
116.017145392,3243382601,3243381670,2281102665
117.017291616,3260702467,3260702290,2291982794
118.017433631,3228035530,3228036218,2271563215
119.017575092,3218591211,3218591686,2264035838
120.017718308,3221542007,3221588359,2263958866
121.017860771,3228795824,3228748465,2264833987
122.01802646,3183487855,3183488927,2237161678
123.018172888,3189923007,3189921939,2238071749
124.018324675,3225444628,3225443325,2265704895
125.018466935,3218454254,3218454802,2259816656
126.018603311,3191134103,3191136973,2240195089
127.01875057,3231012796,3231011274,2268629710
128.018900625,3256166946,3256166654,2286217904
129.01904148,3194185376,3194185516,2242006352
130.019182373,3221161279,3221160218,2262498451
131.019326545,3218534531,3218534440,2258497751
132.019463252,3223228479,3223228434,2261708811
133.019620492,3255619617,3255618887,2281299692
134.019771877,3291161504,3291163198,2308832187
135.019910818,3227085764,3227086584,2263089556
136.020058311,3275884387,3275884386,2296912904
137.020199897,3228799819,3228799728,2264525936
138.020343782,3253577183,3253577905,2276801741
139.020483901,3225367725,3225366443,2258875676
140.020638039,3220104466,3220149018,2259312667
141.02078429,3209709970,3209668614,2253021643
142.020931317,3274372266,3274370614,2292254465
143.021094609,3273300064,3273298550,2293116241
144.021241066,3274158623,3274158949,2290733331
145.021393424,3250830813,3250831783,2278792921
145.611573693,1941271640,1941273828,1358385006
