time,L2 Prefetches,L2 Prefetch Misses,instructions
103.016618921,16201772,11817659,4975668075
104.01677401,15942182,11658729,4895638844
105.016933743,16222610,11826188,4978738691
106.017098475,16122896,11772482,4938701847
107.017254978,15857133,11578853,4886804442
108.017408414,15855061,11578209,4867014549
109.017576603,15999590,11698164,4902432321
110.017734472,15845827,11570048,4860400805
111.017889576,15871044,11577950,4865782244
112.018041052,16145790,11818323,4940960013
113.01819801,15955663,11631612,4883454367
114.018351688,15580987,11347309,4791017855
115.018510396,15926674,11612190,4888122632
116.018664202,15754112,11493887,4846459147
117.018819957,15695129,11464547,4812172405
118.018979453,16224206,11861270,4979801913
119.019130985,16019548,11691323,4937218489
120.019299785,15937700,11650964,4886970293
121.019468675,16334146,11931001,5021881770
122.019692107,15961131,11643002,4887317901
123.019846702,15883470,11584728,4883358840
124.02009696,16191298,11818601,4956862556
125.020267989,16146021,11786807,4963647444
126.020436786,15897699,11587114,4862517433
127.020589939,16098887,11762387,4923051582
128.020734892,15786761,11526994,4848441298
129.020878349,15898663,11611705,4876689501
130.021022388,16098668,11748442,4923765831
131.021165561,15860862,11567372,4871958449
132.021311623,16095933,11762748,4927392560
133.021457736,16011904,11674703,4907919393
134.021605148,15726248,11441745,4833119076
135.02175131,15861667,11576329,4865391636
136.021895743,15969048,11630839,4908570242
137.022039894,16233873,11856076,4995255025
138.022182712,15848587,11558381,4857034076
139.022330811,16088128,11743331,4929811457
140.022476058,16321293,11919117,4994426312
141.022626527,15902568,11608589,4853997082
142.022773127,16044716,11736560,4937289792
143.022934185,16232136,11865568,4981663857
144.023077298,16233791,11867342,4996620923
145.023224997,16052043,11728767,4926502337
146.023369465,15928794,11626186,4889010552
147.023510676,15941741,11642831,4876295957
148.023655527,15969244,11657630,4908222623
149.023798976,16198257,11813596,4966352739
150.023948658,15739616,11492508,4831179651
151.024093411,16089313,11760382,4944030580
152.024236303,16299383,11899644,4979686472
153.024381191,15926655,11614696,4902374892
154.024524306,16048265,11700684,4929751576
155.024668478,16302945,11933935,4999049984
156.024816171,16217046,11858359,4964081228
157.024961209,16033362,11729398,4919047474
158.025103357,15816238,11544014,4855683162
159.025249043,16357666,11964911,5017089806
160.025395212,16097959,11765710,4953193139
161.02553962,16013334,11694542,4912311172
162.025686596,15888764,11603581,4878816420
163.025853388,16121065,11781823,4931220722
164.025998658,16317240,11928457,5014382036
165.026144589,15779408,11505718,4843041602
166.026292468,16168804,11806856,4942585788
167.026435572,16323317,11936853,4994406216
168.026583237,16203292,11841684,4972809419
169.026730699,16169841,11797073,4950165604
170.026874592,15945183,11666240,4889462189
171.027019082,15718248,11479194,4831026983
172.027161743,15982061,11682633,4915939553
173.027308097,16138991,11805814,4947899631
174.027457371,15638076,11397919,4820905630
175.027605019,16089763,11741260,4929975999
176.027752819,15945401,11651307,4911070555
177.027900733,15900173,11617717,4878492970
178.028044302,16100082,11765235,4927923381
179.028188452,16106059,11755830,4951021759
180.028334306,16327630,11935441,5009931402
181.028477594,15994265,11685227,4911663927
182.028622458,15976069,11664672,4913410327
183.028780348,16004636,11676037,4912174630
184.028922755,16162495,11781474,4974065586
185.029069647,15976809,11655403,4898185682
186.029213063,16136680,11781008,4970400858
187.029359654,16037565,11721193,4924849243
188.029502733,16362791,11960172,5007552515
189.029644438,15921603,11603027,4899718122
190.029790018,16143527,11800205,4954616901
191.029943975,16053481,11718153,4924295327
192.030086999,16077378,11732888,4929198601
193.030230585,15916578,11594800,4902061711
194.030374575,16215008,11852058,4972761305
195.030522401,15957677,11659824,4893502270
196.030669423,16069916,11720589,4927837798
197.030814435,16037753,11705127,4917664874
198.030958105,15889633,11616826,4886389503
199.031102764,15980856,11668621,4898397946
200.031245422,16237905,11849087,4978067366
201.031394,16019794,11699511,4896269793
202.031540541,16247981,11866111,4992768011
203.031698194,16381552,11977417,5015867254
204.031842546,16274859,11876203,4983577231
205.031985724,15908366,11583999,4870851714
206.032130293,16172162,11800319,4949821429
207.03227817,15930364,11628957,4878223935
208.032425146,16152904,11788112,4937210608
209.032572083,16279064,11916820,4996548973
210.032718423,15774528,11505183,4847279597
211.032861951,15961601,11653090,4889068479
212.033010817,15974931,11688429,4900461014
213.033161175,16216849,11854861,4957502568
214.033306691,15928077,11624674,4899584466
215.033451074,16058904,11753913,4913128441
216.033599412,16077829,11750731,4921808559
217.033748185,16088222,11767102,4935895098
218.033894905,15810006,11512390,4849892528
219.034045178,15750125,11452651,4858898623
220.034191725,15890174,11594830,4881176678
221.034335808,16330844,11944339,5015883344
222.034479106,15918304,11628595,4873502762
223.034634703,16392012,11986456,5019735997
224.034781521,15942210,11637892,4882488979
225.03492999,15963121,11664902,4882398120
226.035075522,16176053,11823399,4953967377
226.41861452,5979632,4509093,1893718389
