time,L2 Read Hits,L2 Reads,instructions
159.024105764,16354109,23628676,4908377865
160.024253111,16008225,23117416,4795407499
161.024402651,16204890,23408060,4863928693
162.024557713,16229357,23463697,4863126648
163.024725121,16364415,23671718,4914834985
164.024873091,16352344,23619373,4902408210
165.025024599,16215073,23363283,4859754093
166.025175127,16205632,23423785,4869688470
167.025325493,16354688,23650322,4914184050
168.025479668,16180516,23417640,4856375971
169.025629617,16031981,23189908,4812028903
170.025773959,16545304,23912803,4969883649
171.025920063,16445474,23773852,4938058386
172.026066371,16413300,23709281,4918513478
173.026220499,16213452,23404359,4863842913
174.026374323,16191439,23377623,4858996108
175.026522185,15953871,23035541,4775729843
176.026670358,16305584,23545446,4889105348
177.026827749,16250690,23496972,4879069758
178.026978148,16184806,23407968,4853051300
179.027129378,16266856,23531745,4871303221
180.027285672,16024071,23123946,4806091528
181.02743641,16106103,23263574,4828798529
182.027583724,16331487,23622284,4895898084
183.027750314,16355541,23608808,4896751215
184.027898324,16136825,23300750,4829496673
185.028048401,16205196,23390874,4858778474
186.028205229,16215322,23450005,4865373556
187.028356206,16057196,23166926,4805978779
188.028512373,16236193,23462500,4875975102
189.028668797,16428711,23766760,4933366539
190.028821405,16329566,23584188,4891120546
191.02897501,16580489,23908327,4981580781
192.029132635,16247270,23459835,4870624516
193.029290001,16556330,23922954,4962127454
194.029444368,16546861,23870079,4962430005
195.02959096,16569639,23934616,4974742074
196.029746803,16519454,23868978,4954563565
197.029894478,16583495,23967725,4975649797
198.030049915,16211253,23400745,4855849993
199.030208511,16273350,23460350,4878860929
200.030352348,16550246,23954359,4963075990
201.030499083,16457920,23793457,4934089142
202.030657266,16423989,23703365,4920658977
203.030820221,16560720,23919554,4965684339
204.030975901,16151849,23318381,4842785807
205.031121246,16162383,23340128,4841715151
206.031271625,16320863,23553517,4882497232
207.031424456,16326866,23580470,4895331590
208.031575589,16377783,23627928,4901970956
209.031727206,16238507,23466244,4873243706
210.031895503,16253935,23458357,4864148969
211.032053035,16170376,23331823,4843105199
212.032203435,16259045,23461604,4874042402
213.032356815,16246197,23432797,4874580840
214.032509429,16402749,23698345,4912512303
215.032675016,16222053,23431297,4860389836
216.032826781,16080895,23258626,4820790387
217.032982261,16063461,23194521,4804645264
218.033130247,16229921,23420479,4869173267
219.033279297,16233289,23443181,4854955255
220.033436889,16076389,23199543,4807419961
221.033597345,16369020,23662882,4913777464
222.033760324,16379246,23635983,4909032176
223.033936322,16214593,23406581,4855777079
224.034086919,16434286,23758724,4938004260
225.034237556,16505430,23883762,4951817162
226.034389776,16355268,23612707,4903938607
227.034537267,16477831,23810722,4944502410
227.485981315,8407298,13185028,2255737346
