time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
62.009689878,3155199619,3155199687,792289773
63.009839142,3184357240,3184358074,798018451
64.010013354,3189292516,3189292679,796376566
65.010167812,3212889869,3212890233,802708218
66.01032035,3188074634,3188073744,795938379
67.010471262,3138568554,3138569484,784515202
68.010625908,3143981195,3144023569,789148180
69.010807572,3136380927,3136383798,784720554
70.010963766,3204123080,3204077313,807194479
71.011112622,3113116352,3113114821,786732407
72.011262823,3091771961,3091773454,782635545
73.011417649,3136978068,3137022850,794130136
74.011570942,3116085985,3116040204,790558300
75.011723172,3106633508,3106634184,786512289
76.011873012,3134200974,3134199460,790609168
77.012024581,3159313931,3159316033,799370621
78.012174477,3126127268,3126126573,790646331
79.012323274,3101614420,3101614825,781468728
80.012475252,3082100321,3082100376,772525793
81.01262614,3210593346,3210592553,805905652
82.012789378,3145511124,3145511782,789351359
83.012941213,3103433374,3103476527,780410406
84.013092494,3139636223,3139593123,786085708
85.013264272,3108721588,3108767335,778485641
86.013412458,3142915853,3142871482,783820476
87.013562547,3126408850,3126408444,784638116
88.013712646,3108233264,3108232488,780603001
89.013860456,3127722245,3127721188,782368240
90.014013515,3134410752,3134411984,784159911
91.014164961,3133610532,3133610422,785867777
92.014317562,3099180159,3099182243,785343701
93.014468702,3143395683,3143393335,795743054
94.014617323,3128649434,3128648936,788267967
95.014759642,3107446447,3107447239,779976628
96.01491039,3086099737,3086099960,773197911
97.015058149,3094861560,3094860082,774029950
98.015205678,3154589763,3154590545,790199747
99.01535296,3164133124,3164133283,793645099
100.015500494,3147845051,3147846371,787035966
101.015656295,3153934817,3153981971,791044675
102.015831189,3127182068,3127177540,785576510
103.015982379,3152096919,3152051464,789034052
104.016136918,3205399361,3205400041,803489920
105.016364129,3191119430,3191164119,799489767
106.016520788,3146871370,3146827257,789053927
107.016671269,3160110140,3160110231,790381877
108.016821837,3147099996,3147100225,788810073
109.017027149,3133269380,3133269119,784425740
110.017207277,3207668115,3207668887,803022938
111.017361012,3209425578,3209424352,802375254
112.017516247,3175370682,3175371622,794438970
113.017668694,3138505102,3138507364,786836261
114.017822382,3170220725,3170218231,795728873
115.017975002,3153606295,3153606076,790635388
116.018176309,3141135433,3141135167,787729679
117.018330684,3222790817,3222790248,803870375
118.018482126,3223993933,3223994127,805023429
119.018634274,3163946337,3163948719,790350392
120.018836453,3114880423,3114879105,779148675
121.018987861,3219647999,3219647507,808047777
122.019161286,3164453280,3164453453,795611706
123.019313609,3205302827,3205303677,803362965
124.019475891,3206588611,3206648838,804388280
125.019631485,3165380695,3165320165,793859184
126.019783704,3144037025,3144036525,786080580
127.019987544,3155067332,3155070463,796465315
128.020161677,3146120377,3146117914,793349349
129.0203069,3150777485,3150776713,794027669
130.020460518,3136189982,3136190066,790281308
131.020628743,3181298740,3181298465,801529353
132.020773068,3086561100,3086560903,775248660
133.020920705,3104323760,3104323947,781055887
134.021075186,3126173721,3126173666,787704395
135.021306174,3128334348,3128339498,787767158
136.021452487,3115737386,3115732482,785562064
137.021599406,3092821165,3092822345,777646907
138.021743466,3080485293,3080483862,777598497
139.021899609,3080538173,3080562841,775076134
140.022048126,3116116566,3116092187,786631367
141.022201359,3250090464,3250090582,815099363
142.022358483,3122752140,3122752848,783536180
143.022518516,3087465695,3087465647,776981945
144.022660259,3123196434,3123196674,784447529
145.022807134,3146075314,3146074507,793006545
146.022972631,3170893054,3170892973,797388880
147.023118411,3124463680,3124464673,786014397
148.023267904,3208178535,3208177610,806286623
149.023419304,3125400706,3125400768,784973724
150.023574961,3175324530,3175323421,798026993
151.023728709,3140407875,3140454144,790891333
152.023877281,3129516528,3129470264,786046471
153.024022012,3203319689,3203320571,807273309
154.024228837,3217369515,3217369271,809859602
155.024378384,3199784074,3199784298,805277122
156.02452821,3133870696,3133870674,787105901
157.024681875,3099845309,3099844919,781002346
158.024871059,3116394005,3116393650,785798004
159.025022261,3103330365,3103330090,781924010
160.025175187,3131870090,3131871453,786897005
161.025326739,3101401371,3101401554,781374744
162.025479985,3093731329,3093730423,778190286
163.02582164,3102087852,3102131767,781272030
164.025972538,3098732772,3098689854,781032581
165.02617312,3132873555,3132872552,789762182
166.026325433,3116524570,3116524002,785015155
167.026476305,3098508050,3098508105,779003408
168.026629897,3087103504,3087102730,777255898
169.026784271,3105810890,3105811704,781168408
170.026939756,3098826564,3098828022,779692648
171.027095062,3124366785,3124366308,784799784
172.027248237,3146306091,3146307704,789807471
173.027401887,3107803308,3107800903,781848989
174.027560887,3123825550,3123827813,788146166
175.027716368,3153707474,3153706175,792729648
176.02786948,3133334644,3133335220,789359116
177.028025679,3131126687,3131125245,787233336
178.028180429,3153180512,3153182482,791660004
179.028338211,3243127322,3243125610,814237369
180.028510357,3127718533,3127764201,785356190
181.028664594,3138958571,3138911671,791462448
182.028816895,3131252736,3131254742,789949022
183.028988455,3106195816,3106197646,782711338
184.029144316,3230645683,3230643485,813095965
185.029302586,3221746553,3221789808,811242930
186.029458652,3122233838,3122189424,786832467
187.029613455,3111286807,3111287782,785155868
188.029770402,3164344129,3164345235,795734092
189.029922594,3192147447,3192146119,802503056
190.030075081,3132953513,3132956018,788138194
191.030232879,3080509994,3080507747,774602162
192.03038771,3086260292,3086260832,779528718
193.030547971,3097010676,3097057958,779028997
194.030702817,3129933732,3129885513,786764909
195.030856971,3142111184,3142111836,790454745
196.031009411,3101712818,3101713051,782069466
197.031170308,3106841982,3106842376,780071133
198.031325192,3119139476,3119139734,787428597
199.031476979,3103884445,3103882449,781847613
200.031628676,3103476854,3103477768,783636708
201.031784817,3143050601,3143052976,791598916
202.031937363,3137593477,3137589372,788684712
203.032108914,3154152183,3154156667,796567420
204.032261831,3112423392,3112419885,783749366
205.032420365,3127582129,3127582942,787657904
206.032572615,3142083253,3142082009,789495597
207.032730552,3124879436,3124879648,788075672
208.032883871,3120252825,3120253377,782814056
209.033043409,3219302909,3219304518,807813601
210.033198373,3131340560,3131339808,787210501
211.033349208,3135546076,3135545402,788549035
212.033502353,3169685416,3169686871,797020166
213.033658277,3227922449,3227922038,810082305
214.033810938,3124835323,3124835231,785628380
215.033964873,3164220692,3164218754,794047532
216.034115606,3143345766,3143347172,790266428
217.034268895,3111002560,3111001203,783977248
218.034420523,3077199041,3077198777,774171066
219.03457432,3083429643,3083430848,776493893
220.034729182,3109626436,3109626171,784131164
221.034884693,3165609565,3165611126,796036649
222.035039381,3109378484,3109377476,780490481
223.035202578,3086294536,3086337381,775597694
224.035364199,3149024417,3148982179,792732153
225.035520297,3129461667,3129461470,787830155
226.035669347,3146399378,3146398980,792993004
226.122976818,267460771,267428427,106877287
