time,ICACHE.IFETCH_STALL,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
206.038451619,148981423,2920827130,2920829834,1904685219
207.038618052,145803492,2867803492,2867801287,1873353404
208.038781216,142618921,2797814567,2797813953,1828845052
209.038970525,143876796,2815728948,2815809681,1836033780
210.039126637,142997206,2822045815,2821901781,1838081122
211.039306178,148065881,2913907730,2913969475,1898721153
212.039473814,146414339,2863278949,2863283560,1868195843
213.039639827,143380688,2819995122,2819995792,1831276894
214.039817551,149877305,2940372163,2940370429,1921313530
215.039996553,145448665,2863958496,2863957116,1859781904
216.040224529,148730380,2934335525,2934335259,1908123435
217.040390758,145135406,2838152175,2838150823,1857992096
218.040556293,145089604,2847888792,2847890623,1857670817
219.040722698,147271000,2895135930,2895133836,1887283982
220.040887924,143680478,2838250148,2838247108,1848565400
221.04105858,146651879,2882794489,2882799954,1881284246
222.041223881,146891728,2885326032,2885323002,1884923760
223.041393832,144906261,2835281854,2835290778,1859816497
224.041558605,149110797,2948514802,2948509577,1915330860
225.041725747,157962442,3129607582,3129604724,2025954527
226.041953777,157207214,3118690717,3118690470,2014612478
227.042133316,148715041,2925353305,2925355246,1907918558
228.042299783,147845762,2931748914,2931747656,1901548256
229.042472171,144077064,2845709854,2845647151,1847102536
230.042630017,146402721,2911391145,2911453401,1886104509
231.042851076,147657326,2917108630,2917151685,1895232710
232.043018724,146393981,2897571471,2897531775,1883526640
233.043199702,148308051,2920972544,2920970274,1904733125
234.043370802,148335845,2933883802,2933962800,1907176499
235.043541751,145994954,2879963104,2879884406,1876635775
236.043715814,148197730,2923202314,2923209466,1900638448
237.043886367,148021022,2922647616,2922642622,1899394640
238.044054181,148832005,2939284923,2939286151,1912331270
239.044218669,143446548,2824413402,2824410634,1838996278
240.044385931,141137002,2782759775,2782761129,1815727317
241.044550619,146738094,2880868747,2880866992,1880051510
242.044716178,148024270,2918371940,2918373127,1902592276
243.044884139,148116856,2937808528,2937880602,1905275077
244.045062193,136284560,2666950513,2666876310,1740752224
245.045243598,148300484,2939131800,2939138751,1903311510
246.045444169,145433984,2867096920,2867090901,1863473091
247.045608844,149798083,2950420622,2950420207,1916426695
248.04577457,146596674,2896433054,2896432839,1875697064
249.045985372,148290429,2922384748,2922392365,1900305416
250.046158795,141953207,2801267384,2801260395,1825354336
251.046324845,148829852,2930170514,2930172590,1906663905
252.046488931,146978221,2910742068,2910739544,1889290904
253.046652347,148351874,2934854375,2934853909,1907263780
254.046826625,146155874,2882646646,2882646910,1875474761
255.046995646,149031490,2947124739,2947199497,1910417040
256.047164144,147432787,2889597512,2889522976,1885438595
257.047331027,149489123,2957058700,2957060030,1918144915
258.047503615,147622891,2906677410,2906678819,1894496023
259.047736564,147045171,2909335801,2909332730,1886258621
260.047897139,147248005,2907908783,2907909017,1892554643
261.048078667,145045573,2861344795,2861351178,1859841444
262.048261138,145869472,2885127713,2885129633,1875005543
263.048427932,148826638,2942837694,2942830729,1911485657
264.048598779,145522574,2849840205,2849838524,1862970011
265.04877928,149611542,2960421566,2960425947,1920482557
266.048945005,147647051,2903821005,2903818388,1892712704
267.049111801,149319569,2935468428,2935403683,1915965113
268.049274507,137012951,2708901491,2708965028,1765456729
269.04943807,149744436,2923217931,2923293485,1914240039
270.049595724,147979549,2934109791,2934035582,1905420693
271.049801926,149720540,2938205151,2938204105,1916721078
272.049980364,148880662,2933568077,2933573854,1905916787
273.050203817,149449613,2942258853,2942255294,1913599062
274.050378974,141322730,2775588065,2775585462,1808824805
275.050543538,148298665,2922433245,2922432353,1901461993
276.050716533,147299886,2900972184,2900969893,1888771406
277.050879552,150046885,2951182196,2951185162,1921292717
278.051055852,146570002,2893400127,2893504530,1884293566
279.051222296,147555362,2918019809,2917914988,1894020438
280.051399783,147989697,2890532793,2890533388,1892195096
281.051578077,149251555,2953062085,2953166505,1913703391
282.051748861,148572399,2920190590,2920087141,1899775171
283.051919189,149641569,2963514650,2963590327,1921301761
284.052084062,147181249,2886179799,2886106575,1886323566
285.052244021,147926900,2912793190,2912726355,1899530740
286.052411199,149059704,2949698599,2949760411,1913371236
287.052578166,147179761,2890982035,2890981682,1889740417
288.052742754,147391524,2889272931,2889277034,1884517271
289.052906686,148489100,2899174132,2899171554,1898743593
290.053080498,149549350,2944347061,2944347286,1914304234
291.053247214,149012735,2934085116,2934085475,1911889654
292.053414267,147566562,2883601724,2883600893,1882943521
293.053581809,148884031,2913177761,2913181111,1903218901
294.053750191,148913412,2936189250,2936189681,1908269947
295.053916797,148550059,2914595439,2914591064,1900320014
296.05411779,146901468,2887623868,2887630304,1884521867
297.054281065,150782463,2958224808,2958219837,1929058367
298.054473924,147042291,2872728745,2872734760,1882852822
299.054646123,146881614,2882353027,2882345933,1876655482
300.054815167,148137299,2903547893,2903545740,1895697240
301.054983666,148492941,2930652027,2930728403,1906779773
302.055157017,145952631,2878279526,2878205884,1873254206
303.055323027,147882401,2915742175,2915744913,1898089804
304.055489923,145808229,2863099505,2863096510,1870994410
305.055667801,148337555,2935844922,2935844744,1907077662
306.055829676,147229834,2919540421,2919539856,1889968606
307.055999249,149772345,2937636848,2937640847,1918421172
308.056160369,145720736,2870097154,2870094050,1873161134
309.056317531,149705945,2942897547,2942899033,1915808181
310.056493025,151645633,2948171192,2948180218,1891228008
311.056665596,148553948,2928456787,2928450307,1867146545
312.0568346,149717725,2898687010,2898683664,1857432559
313.056999597,149526948,2874109382,2874109025,1852134877
314.057163264,149274221,2904687131,2904688021,1845334656
315.057330547,146243648,2878895460,2878895267,1824368376
316.057535004,144586659,2871403551,2871339520,1866540114
317.057707758,145876322,2888818001,2888963699,1882695519
318.057900463,146800147,2899394807,2899249109,1891174168
319.058062075,147446285,2916540116,2916603754,1899592389
320.058240919,148143379,2943956543,2943958753,1912600228
321.058404051,146494887,2905537104,2905534691,1888398091
321.593562012,68280533,1477689413,1477625978,990099994
