time,r01c2,r010e,cycles,instructions
99.017232587,5379356004,5232628085,3230065813,5001371656
100.017400749,5421815965,5273541974,3257318257,5040564440
101.017566101,5400015200,5253370611,3243291709,5020879064
102.017733674,5401126337,5253478528,3249155754,5021168527
103.017911245,5392327459,5245031461,3236907477,5013491134
104.018079063,5396025818,5248691401,3237454696,5016974851
105.018249303,5421781433,5274064977,3257754149,5041559446
106.018415471,5392669976,5246153261,3237942527,5014658001
107.018592394,5420022034,5272317559,3255200999,5039815760
108.018763856,5413825357,5266034846,3253300260,5033255885
109.018933266,5403516030,5256691604,3247373701,5024899308
110.01910684,5429050259,5281096950,3255521535,5047871431
111.019273811,5374609632,5227534925,3230172207,4996397838
112.019444215,5408449119,5261020179,3249915461,5027937947
113.019609567,5353697926,5207287594,3223949196,4976025775
114.019775123,5394143216,5246489599,3243863085,5014902091
115.019956031,5399686950,5252932161,3247647005,5021496548
116.020114525,5331804382,5186181228,3206183408,4957117132
117.020279053,5403610779,5256570412,3250617779,5024225576
118.020448147,5402044990,5254813200,3244252395,5022420864
119.020629622,5419833801,5271807313,3254873202,5039024723
120.020798271,5402208934,5254333801,3243543429,5021653055
121.020988756,5397255729,5250053925,3242810221,5018016042
122.021159022,5391382831,5244098090,3242362502,5012765086
123.021338717,5420069958,5272228516,3248478193,5039808008
124.021502798,5411446577,5263979984,3246759242,5031592974
125.021668679,5366821720,5220692505,3230075429,4990170012
126.021830432,5406704315,5258885187,3246972342,5026572087
127.022012892,5415360469,5267624338,3253743225,5035008781
128.022182559,5355670553,5208905213,3227856930,4978894262
129.02235537,5404977998,5256892427,3248903567,5024706834
130.022523334,5370673451,5224499437,3229751250,4993901938
131.022689683,5396660347,5249704377,3236001481,5017877943
132.022857069,5389644013,5242397279,3242753418,5010635138
133.023043724,5382776581,5235543257,3231571501,5004516922
134.023215345,5377414252,5230423115,3228271207,4999357352
135.023381821,5398364141,5251077296,3242681402,5019300496
136.023560674,5404256378,5256196357,3251843627,5023851204
137.023726733,5399943775,5251793668,3244099902,5020257966
138.023907651,5411434637,5263417092,3254394826,5030569259
139.024095111,5382513908,5235996448,3243139030,5004458529
140.024262374,5403046213,5255889518,3247489219,5025025112
141.02442896,5399006445,5251736967,3254603490,5020652784
142.024598901,5401299993,5253873250,3242317568,5022355862
143.024762432,5412117072,5264382054,3252488197,5032403485
144.024926469,5371734955,5224803325,3229446146,4994276257
145.025105811,5379605168,5232595350,3235141426,5001160917
146.02527119,5403982186,5256223656,3253988205,5024134472
147.025436094,5379282468,5232034721,3230455730,5000868480
148.02560035,5432017465,5283318634,3263396674,5050552465
149.025768,5395772763,5247742712,3240183879,5015682666
150.025934834,5355118453,5208288120,3221150281,4978410052
151.026112481,5373713094,5225961449,3235907843,4995043242
152.02627966,5414937171,5266930890,3254222035,5034883320
153.026456778,5408361146,5260800254,3255034887,5028249415
154.026646126,5390498873,5243093369,3237680655,5011611144
155.026816308,5419530209,5271777658,3255228968,5039133737
156.026980449,5377362452,5230389906,3240704161,4999283231
157.02715818,5378774012,5232214648,3236512657,5001217706
158.027325333,5399124794,5251543282,3249025721,5019484711
159.027495939,5383698383,5236932774,3237818080,5005620339
160.027690778,5403085417,5255534272,3250474088,5023719538
161.027857571,5400582129,5254163889,3243902702,5022389029
162.028018332,5420620208,5273192071,3250029483,5040600027
163.028199118,5392004191,5244208536,3250549339,5012113714
164.028364372,5400231149,5252817954,3250274016,5020512335
165.028529265,5420556190,5272393383,3256573727,5040303240
166.02869734,5392094901,5244281115,3243723089,5013125192
167.028865708,5384310852,5237169623,3241754700,5006250785
168.029042246,5381211421,5234215295,3244208569,5003663763
169.029222268,5406523483,5258241095,3251163094,5026193925
170.029394129,5362087459,5215839632,3225137211,4985954959
171.029561669,5410484687,5262622888,3248250576,5031027802
172.029728493,5391138531,5243640116,3243259859,5012826937
173.029895705,5401682294,5253949723,3244009997,5021532647
174.030068284,5395945464,5247926366,3249531257,5015631824
175.030242209,5383332430,5235910243,3235958429,5005338545
176.030405039,5398524974,5251038753,3241310813,5019586579
177.03057563,5388083494,5240127244,3240738177,5009422453
178.030742358,5379109510,5231775036,3236703263,5001003745
179.030910119,5379599075,5232749310,3235446984,5001691470
180.031083679,5381004880,5234273627,3233559163,5003666167
181.031247044,5417968304,5270358306,3252976027,5038416523
182.031417422,5369448358,5222372201,3232403243,4991495827
183.031597804,5390888803,5243585893,3239872772,5012854393
184.03175955,5438102329,5289942004,3267943148,5056932899
185.031941933,5360440524,5213574643,3221384338,4983027767
186.032113784,5407226024,5260509961,3250296765,5029179820
187.032279949,5401200873,5253967232,3249001326,5022335846
188.032444034,5400095235,5253037885,3242682259,5021059738
189.032612171,5377395288,5230475137,3232125676,4999829997
190.032778643,5426231295,5278235785,3262294910,5045830531
191.032961874,5438662306,5290368449,3260770354,5057106985
192.033130994,5383211185,5235730601,3234959112,5004857068
193.033301691,5389432645,5242122094,3238596529,5010674725
194.03346949,5394646832,5247014039,3243085274,5015850210
195.033658108,5414990221,5266772751,3257031174,5033655456
196.033826132,5394468661,5246805056,3236972553,5015200619
197.034009597,5412070687,5264370943,3254862023,5032188064
198.03418037,5397880412,5250211043,3244251032,5018808652
199.034358456,5410824834,5262601493,3244088209,5030247617
200.034524187,5379876060,5231981433,3236716797,5000754585
201.034689019,5408764635,5260765501,3242782349,5028650527
202.034855799,5392754712,5245821797,3241485822,5013633141
203.035036302,5418523780,5270826522,3255402834,5038488560
204.035202582,5387787649,5240161730,3238310306,5008786991
205.035375172,5368736618,5221649261,3231254544,4990912737
206.035554829,5399427572,5251672555,3243153697,5019865643
207.035720538,5413580777,5265926223,3256216176,5033627810
208.035889618,5440129710,5292248302,3269471357,5058637159
209.036056311,5399587044,5251146601,3239217327,5019514098
210.036223713,5399794151,5252180712,3245420086,5020299565
211.03639088,5381645509,5234321568,3239991151,5002625353
212.036556989,5418012054,5269918942,3257379009,5037382946
213.036723346,5379188871,5231847984,3231296976,5001173968
214.036903776,5332247191,5186005556,3201314349,4956791125
215.037084334,5396691611,5249473795,3243353799,5017755574
216.037254675,5408327856,5260626439,3249658459,5028485872
217.037421869,5410436801,5262586354,3250958062,5030959210
218.037586392,5426449467,5278612232,3255970861,5045485824
219.037751007,5412290455,5264528529,3250756290,5032182468
220.037918513,5417399014,5269820380,3256215247,5037491748
221.038088967,5418903911,5270851861,3256878353,5038851884
221.563102241,2845604924,2829828603,1698641664,2693312319
