time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
155.025480755,52106886,4997609200,3022784355,232183563
156.025636258,51550166,4976469303,3008976897,230050055
157.025791032,51708915,4977927433,3010788843,230389472
158.025946794,52220255,5007988692,3028429053,231691770
159.026116313,51952191,4992622453,3019728895,231146676
160.026279545,51968153,4990159745,3014995556,231108731
161.026435748,52028242,4996122912,3018953971,230978949
162.026585556,52038304,4995313528,3019814773,231633405
163.02673861,51928163,4992244189,3021393487,231136096
164.026893941,52126690,5007577116,3027999014,231415898
165.02705999,51831939,4987686854,3014387893,230450855
166.027225316,51980848,4995397341,3020491431,231238867
167.027377354,51851852,4984306387,3016072854,230528479
168.027556257,52130026,5005142443,3026817612,232026548
169.027717863,51538038,4962732826,3001832678,229734325
170.027878171,51733070,4976742266,3008537704,230235409
171.028034643,51937927,4994537455,3019066500,230848345
172.028212227,51884071,4990299059,3015824090,230787083
173.028365434,51773987,4984006237,3015598189,230046410
174.028524028,52071938,4993308636,3019532270,231384149
175.028688852,51888633,5000323613,3020297232,230242441
176.028840906,51652621,4976910469,3009576903,229941755
177.029003398,52093525,5004697125,3026665296,231786200
178.029170117,51532011,4969081756,3005401464,229443567
179.029322696,52093157,5002464633,3022057598,231681199
180.029476015,51686237,4975376315,3005335838,229942961
181.029631387,52014395,4997777584,3021377873,231193222
182.029784918,51748850,4981099937,3010487533,229935923
183.029977653,52463541,5023166634,3036717117,233379082
184.030141546,51395166,4958189823,2997947277,229634759
185.030306855,52209837,5010074260,3026034449,232032307
186.030465863,52022603,4997013612,3020046339,231527754
187.03062119,51999682,4999196404,3021317096,231017441
188.030778265,51631267,4973721950,3005819811,229519907
189.030949565,52380430,5019844970,3033071950,232106368
190.031113196,52184854,5010480850,3025952680,231604225
191.031268111,52007000,4999008608,3020988953,231474882
192.031425392,51651486,4970384348,3004558816,229731288
193.031581342,52153637,5005555605,3024761498,231389633
194.031754191,51836978,4984932110,3015625081,231440573
195.03192599,51845124,4988844560,3015964849,230521888
196.032097644,52008268,5000802322,3022737034,230860059
197.032251642,52185860,5008320745,3028330313,231569692
198.032405124,51939201,4991307552,3015717595,230818287
199.032586622,51840946,4989869728,3017338252,230273752
200.032750399,51575558,4973931272,3005856006,228975742
201.032914198,52171550,5005934660,3026160697,231121470
202.033080435,51844574,4989706390,3016157740,231173827
203.033237232,52077327,4997444976,3023117204,231314352
204.033394449,51957343,4996891704,3020821124,230925837
205.033567978,51611750,4969688576,3003485354,230177923
206.033727812,52023473,4999522016,3022455564,231407609
207.033890576,52486705,5017709388,3034089644,233400545
208.034053217,51723786,4993230640,3016143609,229964353
209.034207063,51748595,4983466255,3011880981,229885113
210.034366969,51961653,4989018348,3020212309,230741122
211.034525872,51932657,4999129305,3021084180,230684523
212.034684702,52056572,5003581337,3022980947,231335514
213.034842682,50778731,4915799783,2970220583,225692175
214.035022176,51721972,4978661048,3010338126,230076984
215.035189617,52044709,5001088857,3022257720,231134462
216.035350441,52030866,4998947492,3021999889,231252741
217.035505399,52350423,5023322455,3034691440,232404637
218.035663623,52023054,5001560872,3022076491,231154608
219.035832604,51981370,4996635036,3020588544,231374882
220.035997075,52303297,5019921495,3032584668,232010133
220.662281492,32594335,3185550528,1893120139,137682639
