time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
143.025167861,679843,22381,56410,740265,5044621523
144.025348329,680089,22796,58321,739985,5039055342
145.02552937,684839,23227,57471,744147,5054018081
146.025712005,683317,22580,55900,740424,5036335406
147.025902906,683682,23222,56802,741982,5067456440
148.026080693,685518,21674,54956,743551,5045759932
149.026262696,686896,23439,55932,745140,5009424972
150.026439689,674630,23142,55228,743357,5027303245
151.026631497,681949,23392,57304,742009,5062591135
152.026814071,682996,23605,57215,741947,5075105313
153.026990671,680243,23603,58702,743914,5042746199
154.027168347,677912,22643,57282,737739,5043885081
155.027359676,680859,23894,58491,744331,5048821979
156.027534806,675209,23131,56424,743642,5029497839
157.027726517,679744,24432,56854,741242,5050352787
158.027905215,683320,23489,58954,742149,5050836699
159.028097483,685119,23207,57633,740336,5052671572
160.028273277,685739,22759,55185,738257,5043197699
161.028449479,682426,23641,56514,742078,5058645256
162.028626206,669291,24675,55123,745054,5053793971
163.028819835,666826,23080,56063,737635,5053889597
164.028996271,664883,22484,56747,738551,5058846685
165.02917408,656502,22819,55428,742821,5054190847
166.029353493,650759,22852,55546,741596,5033396558
167.029530993,657890,23420,56061,741096,5051033274
168.029707378,663621,23521,56641,738893,5063096496
169.029900414,675453,22749,54528,738936,5015034857
170.030081088,660016,22340,54253,742791,5059927646
171.030257252,655903,23799,56092,743903,5051420919
172.030443773,665832,23511,56524,740625,5046186672
173.030620156,656575,23928,55822,741715,5050557148
174.030796335,667441,23059,54756,749929,5048657710
175.0309864,654302,23472,55185,740627,5068911512
176.031167123,666301,23573,54011,738012,5040688254
177.031354633,681556,23259,56080,740510,5048098241
178.031534939,655440,23473,55871,740321,5024920647
179.031764303,663014,22664,56895,738108,5038433702
180.031980049,666768,23880,56792,742086,5062668354
181.032189394,657474,22987,54136,743805,5030843950
182.032372983,661791,22900,56825,740167,5062202736
183.032548233,686274,23846,55299,740831,5062349588
184.032740401,675151,22660,54598,739578,5027870506
185.032918739,675586,22809,55759,739317,5057854836
186.033097629,677247,23640,56442,742023,5062393222
187.033284422,676845,23125,56521,739354,5048618292
188.033462384,671137,22550,54634,737977,5039368227
189.033637739,668907,23078,57579,742024,5065483670
190.033833639,684262,23072,57128,740511,5092282329
191.034012502,675764,22619,56010,756320,5030826087
192.034204458,683651,23398,56665,765838,5054429289
193.034384015,677288,22640,56411,760508,5043788473
194.034565232,680455,23556,59662,744821,5052930055
195.03477142,665307,23419,56733,739117,5048898255
196.034964366,668894,23310,58698,741006,5066170896
197.035145525,666615,22810,56935,740091,5051036310
198.035331605,666353,22832,56537,738156,5047161722
199.035525239,661488,23470,56080,743063,5042666525
200.035703981,665531,23597,56191,740385,5048717075
201.035885621,689171,23878,56573,741314,5048522542
202.036064125,684845,23623,55584,739726,5047215220
203.036266513,671536,23442,56998,740554,5048497791
204.036503859,666967,23134,55458,738543,5040954540
205.036684812,654816,22737,56526,737830,5029901948
206.036897893,651590,23515,56804,769149,5063544523
207.037076026,653734,23248,56322,738921,5064172918
208.037267292,664743,23589,56368,738357,5050208325
209.037444568,660256,24372,56935,746599,5039311485
210.037618872,674360,24335,55893,740402,5042228241
211.037802925,663239,23182,54238,740688,5052035128
212.037983889,658425,22922,54574,739347,5040249614
213.038161285,642734,22986,53843,740491,4985342927
214.038336833,670030,23336,57865,738163,5048255766
215.038512862,663147,22677,56323,738077,5058995606
216.03868846,672847,23645,57238,743302,5061212894
217.038878575,671727,23944,55995,742908,5064623475
218.039062186,662679,24055,55139,736979,5065272250
219.039242854,664446,22640,56256,734372,5064884501
220.039440947,682211,22518,57687,733343,5082306423
220.304587798,172909,6816,22049,164439,1393344916
